Course Code,Average Grade,CBS,nXX,Course Name,Course Type
ME 472,8.148148148148149,1.811157044290142,4,Nonlinear Dynamics and Chaos,Theory
ME 604,6.1484375,2.239108630212213,6,Robotics,Theory
ME 616,6.833333333333333,1.9218988543225988,6,Fracture Mechanics,Theory
ME 643,8.924242424242424,5.3457612825823855,6,Materials Processing and Simulation Laboratory,Lab
ME 657,8.510344827586207,6.730144699160045,6,Thermal and Fluids Engg Laboratory,Lab
ME 677,7.777777777777778,2.020093550607208,6,Laser Material Processing,Theory
ME 683,8.052631578947368,3.6912443277031786,6,Cryogenic Engineering - I,Theory
ME 684,8.076923076923077,3.3735423852704227,6,Airconditioning System Design,Theory
ME 712,7.736842105263157,3.7769482843224216,7,Computer Numerical Control and Programming.,Theory
ME 714,7.326530612244898,2.7576881361052603,7,Computer Integrated manufacturing,Theory
ME 748,7.377697841726619,4.9151142801510845,7,Computer Aided Simulation of Machines,Theory
ME 750,7.25,1.5173495933794126,7,Sheet Metal Engineering,Theory
ME 754,6.799086757990867,3.949242699765416,7,Textile Machines Design & Automation,Theory
ME 759,7.727272727272727,1.588263100243971,7,Nonlinear Finite Element Methods,Theory
ME 761,8.166666666666666,2.747321373432437,7,Advanced Stereology and Microstructural Analysis,Theory
ME 769,7.268156424581005,3.765975426143921,7,Combustion in Automobile and Gas Turbine Engines,Theory
ME 772,7.211764705882353,1.6660686010840269,7,Processing of Aerospace Materials-I,Theory
ME 789,7.88,3.5747972929388285,7,Computational Tools for Process Modeling,Theory
ME 793,7.54014598540146,3.5368093509208465,7,"Multiscale Materials Informatics, Discovery and Design",Theory
ME 794,7.663101604278075,2.771293391142953,7,Statistical Design of Experiments,Theory
IWE711,8.432432432432432,1.5700975786621316,7,Leadership,Theory
IWE713,8.4,1.5725746692493032,7,Managing Power and Influence in Organizations,Theory
IWE714,8.058823529411764,1.8512807520199048,7,Global Supply Chain Management,Theory
MGS801,8.46774193548387,2.886857283242328,8,Credit Seminar,Seminar
SOM620,7.9119170984455955,2.5109949413433603,6,Business and Sustainable Development,Theory
SOM634,7.415384615384616,1.8439428664422155,6,Purchasing and Supply Management,Theory
SOM642,8.354330708661417,4.101747375246795,6,Business Forecasting,Theory
SOM698,7.755952380952381,2.3822293083938857,6,Management of Banking and Financial Services,Theory
IWE701,9.13548387096774,6.410149370181947,7,Strategic Management,Theory
IWE702,8.512820512820513,2.7218187153155418,7,Organizational Behavior and Design,Theory
IWE703,8.219354838709677,1.9775850303879248,7,Data Modeling and Decisions,Theory
IWE706,8.484375,2.48401354001144,7,Managerial Economics,Theory
MG 402,7.705882352941177,3.399199204080689,4,Human Resource Management,Theory
MG 405,7.182389937106918,2.288335489914929,4,Project Management,Theory
MG 406,7.230769230769231,2.336961266809568,4,Operations Management,Theory
MG 802,7.7,0.2217317042482228,8,Marketing Theory and Contemporary Issues,Theory
MGT804,8.432835820895523,3.429092311320068,8,Qualitative Research Methodologies,Theory
MGT805,8.722222222222221,3.953438217677521,8,Survey Research & Experimentation,Theory
SOM612,7.962800875273523,2.0607851243723148,6,Business Research Methods,Theory
SOM613,7.040511727078891,1.6024777437669455,6,Corporate Finance - II,Theory
SOM614,7.836559139784947,2.7592118372845085,6,Organization Behavior & Human Resources I,Theory
SOM615,7.631465517241379,2.647297484299997,6,Operations Management II,Theory
SOM616,8.206451612903226,2.8197888962987774,6,Technology Management,Theory
SOM617,7.72093023255814,2.546616956627942,6,Corporate Strategy,Theory
SOM618,7.832258064516129,2.906905306138771,6,Organization Behavior & Human Resources II,Theory
SOM619,7.530042918454936,2.960051996466021,6,Corporate Governance and Business Ethics,Theory
SOM621,7.175438596491228,2.0467541897605743,6,Legal Aspects of Business,Theory
SOM623,9.160919540229886,6.841652517551778,6,Final Project,Other Project
SOM643,7.781456953642384,2.6753857217351955,6,Introduction to ERP,Theory
SOM652,8.576763485477178,5.1595050705366745,6,Indian Financial and Business Model,Theory
SOM664,8.360975609756098,4.512499035304667,6,Business to Business Marketing,Theory
SOM665,7.927710843373494,2.631505633199665,6,Consumer Behaviour,Theory
SOM679,7.454545454545454,2.456931718251248,6,Competitiveness for Sustainable Enterprise,Theory
SOM680,8.126262626262626,3.4482796923544563,6,Managing Intellectual Property,Theory
SOM691,8.321568627450981,4.298881405706742,6,Intelligent Systems,Theory
SOM693,8.617647058823529,4.86314528213059,6,Information Technology Infrastructure Management,Theory
SOM700,8.410788381742739,4.771980583764034,7,Managing Digital Products,Theory
SOM701,7.854838709677419,2.3080004339986866,7,Online Marketing,Theory
SOM711,7.920634920634921,2.63073141666072,7,Behavioural Economics,Theory
SOM712,8.641350210970463,5.118912742921926,7,Management of Digital Transformation in Enterprise,Theory
SOM716,7.107142857142857,1.7467643382323477,7,Economics of Firm Strategy,Theory
SOM718,7.563953488372093,2.390560890180819,7,"Money: Past, Present and Future",Theory
SOM744,7.813559322033898,2.2171258460791865,7,Multivariate Data Analysis,Theory
MM 417,8.290322580645162,1.5991502744807986,4,Entrepreneurship in Materials Engineering,Theory
MM 439,5.931129476584022,1.103386385401508,4,Iron and Steelmaking,Theory
MM 454,7.353200883002207,2.478525260424424,4,Corrosion & Protection of Materials,Theory
MM 494,9.6,2.8301793685386056,4,B.Tech Project II,Other Project
MM 694,8.747863247863247,5.433964849262826,6,Seminar,Seminar
MMS802,9.366666666666667,5.793163393481763,8,Seminar,Seminar
MM 152,6.1993769470404985,0.8450246475183589,1,Materials & Technology,Theory
MM 203,6.297229219143577,1.5556293719803416,2,Mechanics of Materials,Theory
MM 204,7.568181818181818,3.774721973315872,2,Transport Phenomena,Theory
MM 206,6.486486486486487,1.4278976879878889,2,Experimental Techniques in Materials Science,Theory
MM 320,6.619329388560158,2.167829408378909,3,Principles of Process Metallurgy,Theory
MM 322,9.288,8.892532563406256,3,Casting and Joining Lab,Lab
MM 323,8.379310344827585,5.150958024714739,3,Manufacturing Processes Laboratory,Lab
MM 357,6.74901185770751,2.1082471965534126,3,Ceramics and Powder Metallurgy,Theory
MM 359,7.198818897637795,2.5279321340107024,3,Metal Casting and Joining,Theory
MM 406,6.969135802469136,1.4653439809106554,4,Semiconductor Devices and Processing,Theory
MM 408,7.185185185185185,2.7730318939249163,4,Mechanical Working of Metals,Theory
MM 445,8.24390243902439,2.834301975680152,4,Continuum Plasticity of Metals,Theory
MM 612,9.0,4.816261023948043,6,Computational Laboratory,Lab
MM 622,8.431034482758621,4.338795836090113,6,Advanced Concepts in Iron Making,Theory
MM 624,7.617647058823529,3.648472093178495,6,Advanced Concepts in Steel Making,Theory
MM 626,8.378378378378379,4.9922061699662335,6,Thermomechanical Processing and Forming of Steel,Theory
MM 638,8.511627906976743,3.356563565814499,6,Polymer Blends and Composites,Theory
MM 650,8.420289855072463,3.110709111406076,6,Protective Coatings,Theory
MM 652,7.666666666666667,0.960102724872281,6,Advanced Ceramics,Theory
MM 656,8.272486772486772,5.866568692602743,6,Simulation and Optimisation,Theory
MM 674,8.345864661654135,5.819267485998204,6,Materials & Processes for Semiconductor Devices,Theory
MM 677,8.193548387096774,4.539828495289445,6,Diffusion and Kinetics,Theory
MM 684,8.88888888888889,4.122586151924403,6,X-Ray Diffraction and Electron Microscopy,Theory
MM 691,8.647058823529411,1.348992257936548,6,Topics in Phase Transformations,Theory
MM 700,8.149532710280374,2.8482051233297137,7,Electrochemical and Materials Perspective in Energy Storage,Theory
MM 712,7.951612903225806,2.032134235060719,7,Advances in Design and Control of Corrosion,Theory
MM 718,8.478260869565217,4.477461048947583,7,Laser Processing and Nanostructures,Theory
MM 722,8.255813953488373,5.253187078463599,7,Molecular Simulations for Mateirals Engineering,Theory
MM 739,9.047619047619047,5.568905151244585,7,Semiconductor Photoelectrochemistry and Photocatalysis,Theory
MM 746,8.666666666666666,2.212383120898362,7,Concepts of Advanced Polymer Science & Engineering,Theory
MM 749,7.089108910891089,2.598722361051917,7,Statistics and Probability for Materials Engineers,Theory
MM 753,8.869565217391305,2.3845760433250343,7,Micro-mechanics of Thin Films and Small Structures,Theory
PH 117,8.039294895336026,4.555813041835004,1,Physics Lab,Lab
PH 231,8.447368421052632,6.9359076481761095,2,Electronics Lab I (Basic circuits),Lab
PH 233,7.50531914893617,5.128889787430957,2,Electronics Lab II (Op amp circuits),Lab
PH 447,8.818181818181818,6.092028684603885,4,Physics Lab (Optics and Spectroscopy),Lab
PH 527,8.778378378378378,6.522933687265296,5,Physics Lab (Solid State and Nuclear Physics),Lab
PH 588,9.36842105263158,4.386749351670473,5,B.Tech. Project II,Other Project
PH 204,7.126373626373627,3.1843342448712937,2,Quantum Mechanics I,Theory
PH 230,8.7,5.946458730814061,2,Electronics Lab III (Digital Electronics),Lab
PH 232,9.0418410041841,7.528920660795476,2,Physics Laboratory I (General Physics Lab),Lab
PH 252,7.407407407407407,0.7299752731369321,2,Introduction to Quantum Mechanics,Theory
PH 408,7.14070351758794,1.6556415166895495,4,Mathematical Physics II,Theory
PH 410,7.190697674418605,2.4320577199155062,4,Statistical Physics,Theory
PH 418,7.674528301886792,2.4015073053593965,4,Introduction to Condensed Matter Physics,Theory
PH 422,7.153846153846154,2.72089346447828,4,Quantum Mechanics II,Theory
PH 424,7.374384236453202,2.5256533804408714,4,Electromagnetic Theory I,Theory
PH 436,6.736170212765957,2.081905250034837,4,Introduction to Condensed Matter Physics,Theory
PH 438,6.368852459016393,2.13200004965518,4,Statistical Physics,Theory
PH 441,9.127551020408164,7.9594760658180705,4,Physics Lab (General Physics),Lab
PH 444,7.351111111111111,3.9112914901708167,4,Electromagnetic Theory,Theory
PH 446,8.264069264069263,5.895170316386895,4,Physics Laboratory (Solid state and Nuclear Physics),Lab
PH 500,7.25,1.7462484501624589,5,Thin Film Physics & Technology,Theory
PH 510,7.746192893401015,3.5949185767656124,5,Electromagnetic Theory II,Theory
PH 512,9.372972972972972,8.591379039263364,5,Physics Lab (Optics and Spectroscopy),Lab
PH 530,6.976744186046512,1.7120937037260338,5,Light Matter Interaction,Theory
PH 534,7.279166666666667,2.942994395466363,5,Quantum Information and Computing,Theory
PH 540,6.433734939759036,1.2839665031883531,5,Elementary Particle Physics,Theory
PH 544,6.903225806451613,2.014695851150744,5,General Theory of Relativity,Theory
PH 550,8.26086956521739,2.5594678712810626,5,Soft Matter Physics,Theory
PH 562,8.491803278688524,3.406836427893964,5,Continuum Mechanics,Theory
PH 566,7.578378378378378,3.34684290090706,5,Advanced Simulation Techniques in Physics,Theory
PH 572,9.583333333333334,4.792096441118616,5,Special Topics in Elementary Particle Physics,Theory
PH 580,8.546218487394958,5.825441726163777,5,Magnetism and Superconductivity,Theory
PH 596,9.322222222222225,7.562200656697048,5,M.Sc. project stage 2,Other Project
PHS802,9.69767441860465,5.721814830789794,8,Seminar,Seminar
PS 606,8.723214285714286,5.034729693769093,6,"Public Policy in India: History, Institutions and Practice",Theory
PS 625,8.14423076923077,3.386784532209841,6,Environmental Governance and Development,Theory
PS 630,9.065217391304348,4.201991483967477,6,Technology and the Future of Workers,Theory
PSS801,8.75,2.8540982294109183,8,Seminar,Seminar
PS 602,8.731707317073171,2.4796030652611853,6,Public Policy in Practice,Theory
PS 607,8.6,3.854639164198941,6,Public Policy Theory II,Theory
PS 610,8.263736263736265,2.777685578530314,6,Quantitative and Qualitative Research Methods,Theory
PS 626,8.873333333333333,6.262518567079326,6,"AI, Data and Policy",Theory
PS 694,8.350877192982455,2.4122376977070297,6,Seminar,Seminar
SC 202,7.870967741935484,3.243270060367476,2,Signals and Feedback Systems,Theory
SC 602,6.928571428571429,2.578676550480228,6,Control of Nonlinear Dynamical Systems,Theory
SC 607,7.463157894736842,3.490080335521024,6,Optimization,Theory
SC 626,7.975609756097561,2.9688659144031844,6,Systems and Control Engineering Laboratory,Lab
AE 103,8.20125786163522,4.123142941734488,1,A historical perspective of Aerospace Engineering,Theory
AE 229,7.342465753424658,1.944283571274076,2,Introduction to Aerodynamics and Propulsion Laboratory,Lab
AE 231,8.534246575342467,5.792883222405155,2,Introduction to Aerospace Structures and Control Laboratory,Lab
AE 501,7.6,0.9335662813847856,5,Virtual Instrumentation for Aerospace Engineers,Theory
AE 623,8.289473684210526,4.582050057299287,6,Computing of Turbulent Flows,Theory
AE 681,6.242857142857143,1.2876628020924992,6,Combustion of Solid Propellants,Theory
AE 725,7.393103448275862,3.897571602564617,7,Air Transportation,Theory
BB 402,7.455696202531645,2.6159989798500782,4,Cell Biology,Theory
BB 405,7.10752688172043,3.032733560515656,4,Molecular Biology,Theory
BB 427,9.5,3.8304543142738554,4,Introduction to Neural Engineering,Theory
BB 502,9.5,5.299354431651547,5,Project Stage II Dissertation,Other Project
BB 505,9.088235294117649,7.656027734566708,5,Molecular Immunology,Theory
BB 517,7.804347826086956,2.5541415507925422,5,"Intellectual Property Rights, Biosafety and Bioethics",Theory
BB 521,8.070707070707071,4.381274822425279,5,Biochemistry and Bioenergetics,Theory
BB 523,7.742424242424242,3.995240805925045,5,Mathematical and Numerical Methods for Biologists,Theory
BB 525,8.352112676056338,4.979728738295415,5,Biological Thermodynamics and Kinetics,Theory
BB 527,9.125,7.2997145038819555,5,Molecular Enzymology,Theory
BB 529,9.28125,8.681005921882946,5,Research Methodology and Scientific Communication Skills,Theory
BB 531,8.2,0.9023353551715146,5,Plant Biotechnology,Theory
BB 535,9.333333333333334,4.055689372841642,5,Environmental Biotechnology,Theory
BB 539,9.0,2.725137959077025,5,Applied Microbiology Laboratory,Theory
BB 601,9.371428571428572,7.931168624911914,6,Introduction to Bio-nanotechnology,Theory
BB 607,8.601769911504425,5.998998211402256,6,Proteomics- Principles and Techniques,Theory
BB 617,9.13888888888889,6.643427187688477,6,Biophysical Chemistry,Theory
BB 638,7.867088607594937,5.195037772591026,6,Topics in Evolution,Theory
BB 647,8.571428571428571,2.9150661160612827,6,Introduction to Evolutionary Biology,Theory
BB 669,6.48,1.907172908272098,6,Signals & Systems in Biomedical Engineering,Theory
BB 681,8.75,2.694226267461341,6,Biological Physics at Microscopic Scales,Theory
BB 706,8.588235294117647,3.8229765776902447,7,Fundamental and Practical Aspects of Microscopy,Theory
CE 103,7.6911764705882355,3.0333333133725264,1,Introduction to Civil Engineering,Theory
CE 203,6.090361445783133,2.198795139344352,2,Solid Mechanics,Theory
CE 207,7.693333333333333,3.693333005518428,2,Hydromechanics,Theory
CE 209,6.887417218543046,2.5430461344537045,2,Building Materials and Construction,Theory
CE 219,7.633333333333334,2.693333161535254,2,Solid Mechanics Laboratory,Lab
CE 235,7.02027027027027,2.540540270420558,2,Artificial Intelligence & Data Science,Theory
CE 310,8.575178997613365,6.132082523088428,3,Transportation Engg. I,Theory
CE 317,5.293103448275862,0.7809890768068212,3,Structural Mechanics II,Theory
CE 323,6.733009708737864,2.641307853428703,3,Geotechnical Engineering I,Theory
CE 325,6.136865342163356,1.671532246314325,3,Structural Design I,Theory
CE 328,8.808056872037914,6.895487256546439,3,Transportation Engineering Lab I,Lab
CE 401,7.588014981273409,3.390761323105324,4,Water Resources Engineering,Theory
CE 407,6.53639846743295,1.287133771280396,4,Foundation Engg.,Theory
CE 410,7.37037037037037,1.140719477393923,4,Introduction to Offshore Engineering,Theory
CE 462,6.218181818181818,0.6521195229606389,4,Elements of Structural Dynamics,Theory
CE 647,8.541666666666666,1.9921847780760853,6,Soil Dynamics and Machine Foundations,Theory
CE 702,8.290322580645162,3.937834331350573,7,Geotechnical Constitutive Models,Theory
CH 111,6.5049504950495045,1.5874587458745877,1,Chemistry,Theory
CH 117,9.266961651917404,7.008822094469746,1,Chemistry Lab,Lab
CH 209,7.258064516129032,3.397031246306148,2,Basic Organic Chemistry,Theory
CH 219,9.535714285714286,9.13358764914076,2,Inorganic Chemistry Lab-I,Lab
CH 231,8.724137931034482,6.656708994681776,2,Organic Chemistry Lab I,Lab
CH 415,9.02909090909091,7.875321410834264,4,Inorganic Chemistry Lab II,Lab
CH 417,9.242753623188406,8.256864527135008,4,Organic Chemistry Lab II,Lab
CH 433,9.301538461538462,7.724088291815698,4,Physical Chemistry Lab II,Lab
CH 481,7.771689497716895,3.6610561773896304,4,Chemistry and Computers,Theory
CH 514,7.8,3.362551431884732,5,Applied and Industrial Chemistry,Theory
CH 812,8.736842105263158,2.4791797834348834,8,Funadamentals of Quantum Chemistry,Theory
CH 817,8.210526315789474,1.8103860417124025,8,Advanced Co-ordination Chemistry,Theory
CH 818,9.1,6.492335437330929,8,Single Molecule Fluorescence Spectroscopy,Theory
CH 831,9.53968253968254,8.181537397597006,8,Advanced Laboratory Techniques,Lab
CH 839,8.833333333333334,5.342760759114892,8,Physical Organic and Stereochemistry,Theory
CH 845,9.115384615384617,4.795007679861916,8,Organic Reactions and Synthesis,Theory
CL 205,6.868571428571428,2.4971428457691296,2,AI and Data Science,Theory
CL 207,6.931972789115647,3.530611649395385,2,Chemical Engineering Thermodynamics,Theory
CL 250,6.641025641025641,1.356610663941908,2,Chemical Engineering Thermodynamics II,Theory
CL 305,7.360824742268041,2.784460662459687,3,Solid Mechanics,Theory
CL 319,6.564516129032258,1.9834495255307072,3,Mass Transfer I,Theory
CL 324,6.868055555555555,2.0392143612450844,3,Chemical Reaction Engineering,Theory
CL 461,8.925925925925926,7.098396241475669,4,Colloid & Interfacial Engineering,Theory
CL 464,7.188888888888889,1.8776583193736716,4,Process safety and Risk Management,Theory
CL 501,8.866666666666667,4.272339186572176,5,Computational Methods in Catalysis,Theory
CL 611,8.428571428571429,4.047889442990507,6,Electrochemical Reaction Engineering,Theory
CL 618,7.173076923076923,2.6870962156026685,6,Catalysis and Surface Chemistry,Theory
CL 671,8.0,1.1448729035562393,6,Multiscale Simulations,Theory
CL 674,5.6,0.2826420036254554,6,Theoretical Ecology,Theory
CL 675,8.0,0.911510588758654,6,Analytical and Numerical Techniques in Hydrodynamic Stability,Theory
CL 688,7.985714285714286,4.016763086066461,6,Artificial Intelligence in Process Engineering,Theory
CL 710,6.222222222222222,0.4637380921555059,7,Aerosol Technology,Theory
CL 718,9.071428571428571,4.437107553609001,7,Introduction to Cell Mechanics,Theory
CM 505,9.0,2.039234926395805,5,Atmospheric Radiative Transfer and Climate,Theory
CM 612,8.5,1.7316527295056472,6,Climate systems and Climate Modeling,Theory
CM 613,8.666666666666666,1.585492686115686,6,Waves and Instabilities in Geophysical Fluid Dynamics,Theory
CS 105,7.279569892473118,2.9946236513927893,1,Discrete Structures,Theory
CS 152,8.302564102564103,2.6222628834688178,1,Abstractions and Paradigms for Programming,Theory
CS 154,8.308080808080808,2.6377507626774825,1,Programming Paradigms Laboratory,Lab
CS 230,8.38488576449912,5.061517619519896,2,Digital Logic Design and Computer Architecture,Theory
CS 231,8.563157894736841,6.27894736427367,2,Digital Logic and Computer Architecture Lab,Lab
CS 232,9.05026455026455,4.438864031291952,2,Digital Logic Design and Computer Architecture Lab,Lab
CS6001,7.828125,4.454453380840657,6,Game Theory and Algorithmic Mechanism Design,Theory
CS 602,7.676470588235294,3.416218509037369,6,Applied Algorithms,Theory
CS 614,8.903225806451612,5.8817160344058586,6,Advanced Compilers,Theory
CS 663,7.36964980544747,3.419556946475576,6,Fundamentals of Digital Image Processing,Theory
CS 742,7.24015748031496,3.3960021807039684,7,Foundations of Network Security and Cryptography,Theory
CS 758,6.818181818181818,1.1498965120492544,7,Advanced Tools from Modern Cryptography,Theory
CS 768,8.51923076923077,5.217954678672726,7,Learning with Graphs,Theory
CS 774,10.0,6.618897537012441,7,Spectral Graph Theory,Theory
CS 781,7.931034482758621,1.609155969265319,7,Formal Methods in Machine Learning,Theory
CS 782,8.75,1.2695890326669632,7,Algebra and Computation,Theory
CSS802,10.0,2.502670177925993,8,Seminar,Seminar
DH 301,7.662650602409639,1.91294334675232,3,Basic Epidemiology,Theory
DH 302,9.13768115942029,7.074654900921414,3,Introduction to Public Health Informatics,Theory
DH 307,8.918238993710691,7.845615920210212,3,R & D Project,Other Project
DH 803,8.095238095238097,3.6538448241397794,8,Wearable Health Technologies,Theory
DHS801,9.375,3.663900850035195,8,Seminar,Seminar
EC 401,8.227272727272727,3.417243727873493,4,Behavioral Foundations of Decision Making,Theory
EC 638,8.578947368421053,5.924789911642887,6,Financial Econometrics,Theory
EC 707,8.232142857142858,4.493251243524905,7,Empirical Analysis of Corporate Governance,Theory
EE 103,7.651741293532338,4.197501821722445,1,Introduction to Electrical Engineering,Theory
EE 236,7.629565217391304,2.7617909775490506,2,Electronic Devices Lab,Lab
EE 341,7.188581314878893,2.728459210671095,3,Communication Systems - I,Theory
EE 457,8.454545454545455,3.9441803638153496,4,Compound Semiconductor Material and Devices,Theory
EE 501,7.117647058823529,0.7397316633661711,5,Spin-Based Computing,Theory
EE 610,7.516393442622951,4.011213216131761,6,Image Processing,Theory
EE6101,9.6,2.892225505794257,6,Nonlinear Fiber Optics and Devices,Theory
EE6102,9.035714285714286,4.775506608838858,6,High-Frequency Magnetics for Power Electronics,Theory
EE6105,7.380952380952381,3.0924204076857795,6,Power System Modeling and Control,Theory
EE 638,8.371428571428572,3.225371448031917,6,Estimation and Identification,Theory
EE 658,8.533333333333333,1.662475149224671,6,Power System Dynamics and Control,Theory
EE 673,8.3625,5.651252457338984,6,Power Systems & Power Electronics Laboratory,Lab
EE 746,7.635555555555555,3.602239758456259,7,Neuromorphic Engineering,Theory
EE 782,8.427745664739884,5.757225402952657,7,Advanced Topics in Machine Learning,Theory
EN 110,7.989247311827957,3.8963868218678552,1,Energy Engineering Fundamentals,Theory
EN 213,6.471698113207547,2.11637081559034,2,Electrical Networks and Machines,Theory
EN 319,7.438848920863309,2.691843650006978,3,Electrical Machines & Power Electronics Lab,Lab
EN 405,9.114754098360656,8.88943995850242,4,Energy Innovation Lab,Lab
EN 415,8.983870967741936,5.0271457529415,4,Energy Laboratory I,Lab
EN 609,8.365853658536585,4.261422315476136,6,Energy Systems Laboratory,Lab
EN 624,7.702702702702703,4.045202979793853,6,Conservation of Energy in Buildings,Theory
EN 632,7.61139896373057,3.736513038560196,6,Waste to Energy,Theory
EN 637,9.289473684210526,5.61784159235062,6,Principles and Applications of Hydrogen storage,Theory
EN 655,8.915254237288135,6.119827311853527,6,Energy Laboratory III,Lab
EN 658,7.594594594594595,3.773915137401425,6,Electrochemical Energy Storage,Theory
EN 663,7.45,3.535320873482938,6,Electric Vehicle Grid Integration,Theory
ENT101,8.757985257985258,6.077994955444988,1,Introduction to Innovation & Entrepreneurship,Theory
ENT609,8.420168067226891,5.896392713200142,6,Marketing & Finance for Entrepreneurs,Theory
ES 101,7.684210526315789,4.228219847545243,1,Introduction to Environmental Science & Engineering,Theory
ES 404,7.8,3.063329207492357,4,Planning and Design of Environmental Engineering Facilities,Lab
ES 407,8.246575342465754,4.183089844475117,4,Simulation & Optimization Techniques in Environmental Systems,Theory
ES 451,8.494623655913978,5.307637934643325,4,Field Studies,Theory
ES 601,8.222222222222221,4.681322008581566,6,Environmental Health and Safety,Theory
ES 691,8.692307692307692,2.4291621360924256,6,R & D Project I,Other Project
ET 606,9.5,6.842773420191075,6,Educational Technology -Tools Lab,Lab
ET 621,7.2,2.6367519534708004,6,Basics of Educational Technology,Theory
ET 622,9.142857142857142,2.452804999462997,6,Educational Text Data Analysis,Theory
GNR405,8.0,0.0,4,Mini Project,Other Project
GNR650,8.54054054054054,6.477237935218651,6,Advanced topics in deep learning for image analysis,Theory
GNR805,7.5,1.2752853483244868,8,Advanced Concepts in Polarimetric SAR Image Analysis,Theory
GP 517,8.076923076923077,2.592975392741058,5,Exploration Seismology II,Theory
GP 525,8.785714285714286,3.5302616068689088,5,Computational Geophysics,Theory
GS 709,9.114285714285714,6.833152196120409,7,Reservoir Geomechanics,Theory
GS 809,9.428571428571429,3.0760815391707155,8,Computational Methods in Exploration Seismology,Theory
GS 827,8.333333333333334,1.602652423655297,8,Seismology and Earth Structure,Theory
GS 831,8.428571428571429,2.2733524344336478,8,Global Tectonics,Theory
GS 832,10.0,3.6311649664396968,8,Geologic Carbon Storage and Enhanced Oil Recovery,Theory
GS 833,10.0,3.027931065641139,8,Advanced Ichnology in Palaeoenvironmental Characterization,Theory
GS 859,9.5,2.6791936355529438,8,Topics in Ore Petrology,Theory
HS 108,8.14568345323741,4.481325815229643,1,Doing Sociology,Theory
HS 109,7.759425493716337,3.5853184863420657,1,Introduction to Philosophy,Theory
HS 113,7.5,2.516942130508562,1,Academic English,Theory
HS 207,7.4411764705882355,1.9443980140033368,2,Social Psychology,Theory
HS 443,6.482758620689655,2.01194120284343,4,Philosophy and History of Science,Theory
HS 467,6.96875,1.493852975788192,4,Indian Philosophy,Theory
HS 558,8.375,1.2564862300414317,5,Introduction to Philosophical Hermeneutics,Theory
HS 597,9.321428571428571,4.104232297415294,5,Project Stage I,Other Project
HS 599,9.428571428571429,3.932253269248053,5,Project Stage III,Other Project
HS 626,8.8125,3.7743647252701855,6,Framing Caste,Theory
HS 635,5.538461538461538,1.414344869011114,6,Managerial Psychology,Theory
HS 642,8.545454545454545,5.648419964594737,6,Notation and Musical Analysis,Theory
HS 647,7.875,2.3445695960913278,6,Social Theory - I,Theory
HS 650,7.5,1.9589964043812569,6,Research Methods: Expository Writing & Analysis,Theory
HS 651,7.772727272727272,2.0219913552929576,6,Research Methods: Critical Reading,Theory
HS 652,9.7,5.250357382697704,6,Research Methods: Qualitative Methods,Theory
HS 653,6.857142857142857,0.3054138490852252,6,Research Methods : Sources and Methods and the Past,Theory
HS 659,8.0,2.587532870883797,6,Shakespeare`s Plays and their Afterlives,Theory
HS 668,9.142857142857142,2.553726509909564,6,Studying Literature,Theory
HS 669,8.428571428571429,2.028210578015075,6,Studying Performance,Theory
HS 670,7.857142857142857,0.9576474412160868,6,Studying Media,Theory
HS 671,7.571428571428571,0.7744144576903593,6,"Historicising Society, State and Culture",Theory
HS 672,8.0,1.245747723758646,6,From the ground up: Basics of History and Archaeology,Theory
HS 673,5.875,0.4573605428224209,6,Affective Neuroscience,Theory
HS 674,8.875,2.4672679988103883,6,Fundamentals of Language Science,Theory
HS 711,8.636363636363637,1.904437230137743,7,Philosophy of Janasabdavada,Theory
HS 712,9.0,3.046478018516689,7,Research Project -I,Other Project
HS 835,9.0,1.6374276541730215,8,Performance Theory and Praxis,Theory
HS 851,10.0,3.45170377898377,8,Topics in Phonology and Morphology,Theory
HS 861,8.444444444444445,1.64428150660385,8,Advanced Course on Historiography,Theory
HS 862,7.5,0.0,8,Archaeological methods and theory,Theory
HS 863,8.76923076923077,3.726297368414927,8,Philosophy of Indian Aesthetics,Theory
DE 109,8.338610378188214,4.786278758651758,1,Introduction to Design,Theory
DE 113,8.657142857142857,5.68541438598583,1,Introduction to Film Making,Theory
DE 115,7.6,1.0139408029987491,1,"Drawing Tools, Lines and Forms",Theory
DE 117,6.972222222222222,0.2472813948702349,1,Introduction to Writing,Theory
DE 119,7.8,1.780460295120791,1,Material Exploration,Theory
DE 135,8.428571428571429,3.840417952235744,1,Design Studio Project I,Theory
DE 224,9.25,3.1698206586350754,2,Natural Dyeing Techniques,Lab
DE 311,8.636363636363637,1.5021373585433206,3,Mobility and Vehicle Design,Lab
DE 319,8.129032258064516,3.7107728044111945,3,Interaction Design Process and Methods,Theory
DE 320,7.5,0.0,3,Designing Books for children,Other Project
DE 626,8.483333333333333,2.94066557568027,6,Human Factors in Interaction Design,Theory
DE 677,8.835714285714285,6.3867603135536335,6,Design for Virtual Reality - Basic,Theory
DE 688,8.74,4.260287591047875,6,Sketching for Communication Design,Theory
DE 689,7.764705882352941,2.0590755601694832,6,Theoretical Perspectives in Design,Theory
DE 692,7.5,1.8073740059485448,6,Advanced Topics in Service Design,Theory
DE 693,8.666666666666666,4.198918454397156,6,Experimental Film,Theory
DE 698,7.5,0.0,6,Introduction to Pottery,Theory
